Hakem ID,İsim,Uzmanlık Alanları,Geçmiş Proje Başlıkları,cleaned_expertise,cleaned_past_projects,bert_input
264,Doç. Dr. Halil Kırmızı,"Kanser Fizyopatolojisi, Tümör İmmünolojisi, İmmünoterapi","Kanser İmmünoterapisinde Tümör Mikroçevresi, Tümör Hücrelerinin İmmün Savunma Mekanizmaları",kanser fizyopatolojisi tümör i mmünolojisi i mmünoterapi,kanser i mmünoterapisinde tümör mikroçevresi tümör hücrelerinin i mmün savunma mekanizmaları,kanser fizyopatolojisi tümör i mmünolojisi i mmünoterapi kanser i mmünoterapisinde tümör mikroçevresi tümör hücrelerinin i mmün savunma mekanizmaları
265,Prof. Dr. Aysun Yüce,"Genetik, Nadir Hastalıklar, Pediatrik Genetik","Pediatrik Nadir Hastalıklar İçin Genetik Testler, Genetik Tanıda Ebeveyn Danışmanlığı",genetik nadir hastalıklar pediatrik genetik,pediatrik nadir hastalıklar i çin genetik testler genetik tanıda ebeveyn danışmanlığı,genetik nadir hastalıklar pediatrik genetik pediatrik nadir hastalıklar i çin genetik testler genetik tanıda ebeveyn danışmanlığı
266,Doç. Dr. İbrahim Erdem,"İleri Yaş Hastalıkları, Alzheimer, Demans","Alzheimer'ın Genetik Temelleri, Yaşlılıkta Kognitif Gerileme ve Koruyucu Faktörler",i leri yaş hastalıkları alzheimer demans,alzheimer ın genetik temelleri yaşlılıkta kognitif gerileme koruyucu faktörler,i leri yaş hastalıkları alzheimer demans alzheimer ın genetik temelleri yaşlılıkta kognitif gerileme koruyucu faktörler
267,Prof. Dr. Meryem Yıldız,"Hematoloji, Kanser, Trombüs","Kanserde Trombüs Oluşumu, Lösemi Tedavisinde Yeni Hedefler",hematoloji kanser trombüs,kanserde trombüs oluşumu lösemi tedavisinde yeni hedefler,hematoloji kanser trombüs kanserde trombüs oluşumu lösemi tedavisinde yeni hedefler
268,Doç. Dr. Volkan Gül,"Kardiyoloji, Genetik, Koroner Arter Hastalığı","Koroner Arter Hastalıklarında Genetik Yatkınlık, Kardiyovasküler Risk Modelleri",kardiyoloji genetik koroner arter hastalığı,koroner arter hastalıklarında genetik yatkınlık kardiyovasküler risk modelleri,kardiyoloji genetik koroner arter hastalığı koroner arter hastalıklarında genetik yatkınlık kardiyovasküler risk modelleri
269,Prof. Dr. Gülay Öztürk,"Aşı Geliştirme, Biyoteknoloji, Enfeksiyon Hastalıkları","Yeni Nesil Aşı Teknolojileri, Çift Aşılama Stratejileri",aşı geliştirme biyoteknoloji enfeksiyon hastalıkları,yeni nesil aşı teknolojileri çift aşılama stratejileri,aşı geliştirme biyoteknoloji enfeksiyon hastalıkları yeni nesil aşı teknolojileri çift aşılama stratejileri
270,Doç. Dr. Kadir Aslan,"Halk Sağlığı, Tütün Kontrolü, Alkol Bağımlılığı","Tütün Kullanımının Sosyal Etkileri, Alkol Bağımlılığında Psiko-sosyal Müdahaleler",halk sağlığı tütün kontrolü alkol bağımlılığı,tütün kullanımının sosyal etkileri alkol bağımlılığında psiko sosyal müdahaleler,halk sağlığı tütün kontrolü alkol bağımlılığı tütün kullanımının sosyal etkileri alkol bağımlılığında psiko sosyal müdahaleler
271,Prof. Dr. Hüseyin İnan,"Fiziksel Tıp, Rehabilitasyon, Spor Hekimliği","Spor Rehabilitasyonunda Teknolojik Yöntemler, Performans Artırıcı Stratejiler",fiziksel tıp rehabilitasyon spor hekimliği,spor rehabilitasyonunda teknolojik yöntemler performans artırıcı stratejiler,fiziksel tıp rehabilitasyon spor hekimliği spor rehabilitasyonunda teknolojik yöntemler performans artırıcı stratejiler
272,Doç. Dr. Hüsamettin Bal,"Nöroloji, Beyin Kanserleri, Tümörler","Beyin Kanserlerinde Hedefe Yönelik Tedavi, Nöro-Görüntüleme Yenilikleri",nöroloji beyin kanserleri tümörler,beyin kanserlerinde hedefe yönelik tedavi nöro görüntüleme yenilikleri,nöroloji beyin kanserleri tümörler beyin kanserlerinde hedefe yönelik tedavi nöro görüntüleme yenilikleri
273,Prof. Dr. Aliye Vural,"Biyoteknoloji, Moleküler Biyoloji, Genetik Manipülasyon","Kanser Tedavisinde CRISPR Teknolojisi, Moleküler Biyolojide Yenilikçi Uygulamalar",biyoteknoloji moleküler biyoloji genetik manipülasyon,kanser tedavisinde crispr teknolojisi moleküler biyolojide yenilikçi uygulamalar,biyoteknoloji moleküler biyoloji genetik manipülasyon kanser tedavisinde crispr teknolojisi moleküler biyolojide yenilikçi uygulamalar
274,Doç. Dr. Selim Balta,"Acil Tıp, Kardiyak Aciller, Yenidoğan Bakımı","Yenidoğan Acillerinde Teknoloji, Kardiyak Arrest Yönetimi",acil tıp kardiyak aciller yenidoğan bakımı,yenidoğan acillerinde teknoloji kardiyak arrest yönetimi,acil tıp kardiyak aciller yenidoğan bakımı yenidoğan acillerinde teknoloji kardiyak arrest yönetimi
275,Prof. Dr. Fikriye Sarı,"Genetik Psikiyatri, Psikiyatrik Bozukluklar","Psikiyatride Genetik Belirteçler, Şizofreni ve Epigenetik",genetik psikiyatri psikiyatrik bozukluklar,psikiyatride genetik belirteçler şizofreni epigenetik,genetik psikiyatri psikiyatrik bozukluklar psikiyatride genetik belirteçler şizofreni epigenetik
276,Doç. Dr. Efe Korkmaz,"Nefroloji, Hipertansiyon, Böbrek Nakli","Kronik Böbrek Hastalığında Hipertansiyon Yönetimi, Böbrek Naklinde Doku Uyumu",nefroloji hipertansiyon böbrek nakli,kronik böbrek hastalığında hipertansiyon yönetimi böbrek naklinde doku uyumu,nefroloji hipertansiyon böbrek nakli kronik böbrek hastalığında hipertansiyon yönetimi böbrek naklinde doku uyumu
277,Prof. Dr. Lale Akar,"Kadın Hastalıkları ve Doğum, Üreme Endokrinolojisi","Tüp Bebek Tedavisinde Yeni Protokoller, Polikistik Over Sendromu ve İnsülin Direnci",kadın hastalıkları doğum üreme endokrinolojisi,tüp bebek tedavisinde yeni protokoller polikistik over sendromu i nsülin direnci,kadın hastalıkları doğum üreme endokrinolojisi tüp bebek tedavisinde yeni protokoller polikistik over sendromu i nsülin direnci
278,Doç. Dr. Onur Şahin,"Ortopedi, Eklem Cerrahisi, Spor Yaralanmaları","Diz Protezlerinde Malzeme Geliştirme, Sporcu Yaralanmalarında Rehabilitasyon",ortopedi eklem cerrahisi spor yaralanmaları,diz protezlerinde malzeme geliştirme sporcu yaralanmalarında rehabilitasyon,ortopedi eklem cerrahisi spor yaralanmaları diz protezlerinde malzeme geliştirme sporcu yaralanmalarında rehabilitasyon
279,Prof. Dr. Nil Kara,"Göz Hastalıkları, Katarakt, Retina","Katarakt Cerrahisinde Femtosaniye Lazer, Diyabetik Retinopati Tedavisi",göz hastalıkları katarakt retina,katarakt cerrahisinde femtosaniye lazer diyabetik retinopati tedavisi,göz hastalıkları katarakt retina katarakt cerrahisinde femtosaniye lazer diyabetik retinopati tedavisi
280,Doç. Dr. Pınar Yalçın,"Radyasyon Onkolojisi, Proton Terapisi","Proton Terapisinin Kanser Tedavisindeki Rolü, Radyoterapi Yan Etkilerinin Azaltılması",radyasyon onkolojisi proton terapisi,proton terapisinin kanser tedavisindeki rolü radyoterapi yan etkilerinin azaltılması,radyasyon onkolojisi proton terapisi proton terapisinin kanser tedavisindeki rolü radyoterapi yan etkilerinin azaltılması
281,Prof. Dr. Koray Ergünay,"Enfeksiyon Hastalıkları, Viral Epidemiyoloji","COVID-19 Varyant Analizleri, Zika Virüsü ve Nörolojik Komplikasyonlar",enfeksiyon hastalıkları viral epidemiyoloji,covid varyant analizleri zika virüsü nörolojik komplikasyonlar,enfeksiyon hastalıkları viral epidemiyoloji covid varyant analizleri zika virüsü nörolojik komplikasyonlar
282,Doç. Dr. Aslıhan Demir,"Psikoonkoloji, Kanser Hastalarında Psikolojik Destek","Kanser Tedavisinde Anksiyete Yönetimi, Palyatif Bakımda Psikososyal Yaklaşımlar",psikoonkoloji kanser hastalarında psikolojik destek,kanser tedavisinde anksiyete yönetimi palyatif bakımda psikososyal yaklaşımlar,psikoonkoloji kanser hastalarında psikolojik destek kanser tedavisinde anksiyete yönetimi palyatif bakımda psikososyal yaklaşımlar
283,Prof. Dr. Uğur Bilge,"Tıbbi Genetik, Farmakogenomik","Kemoterapi İlaçlarına Genetik Yanıt, Kişiselleştirilmiş İlaç Dozajı",tıbbi genetik farmakogenomik,kemoterapi i laçlarına genetik yanıt kişiselleştirilmiş i laç dozajı,tıbbi genetik farmakogenomik kemoterapi i laçlarına genetik yanıt kişiselleştirilmiş i laç dozajı
284,Doç. Dr. Seda Kılıç,"Çocuk Psikiyatrisi, Dikkat Eksikliği Hiperaktivite Bozukluğu (DEHB)","DEHB'de Nörogörüntüleme Bulguları, Ergenlerde Davranış Terapileri",çocuk psikiyatrisi dikkat eksikliği hiperaktivite bozukluğu dehb,dehb nörogörüntüleme bulguları ergenlerde davranış terapileri,çocuk psikiyatrisi dikkat eksikliği hiperaktivite bozukluğu dehb dehb nörogörüntüleme bulguları ergenlerde davranış terapileri
285,Prof. Dr. Erdem Şimşek,"Üroloji, Prostat Kanseri, Robotik Cerrahi","Prostat Kanseri Taramasında Yeni Biyobelirteçler, Robotik Cerrahide Komplikasyon Yönetimi",üroloji prostat kanseri robotik cerrahi,prostat kanseri taramasında yeni biyobelirteçler robotik cerrahide komplikasyon yönetimi,üroloji prostat kanseri robotik cerrahi prostat kanseri taramasında yeni biyobelirteçler robotik cerrahide komplikasyon yönetimi
286,Doç. Dr. Gizem Aydoğan,"Allerji ve İmmünoloji, Astım, Besin Alerjileri","Astım Tedavisinde Biyolojik Ajanlar, Çocuklarda Besin Alerjisi Epidemiyolojisi",allerji i mmünoloji astım besin alerjileri,astım tedavisinde biyolojik ajanlar çocuklarda besin alerjisi epidemiyolojisi,allerji i mmünoloji astım besin alerjileri astım tedavisinde biyolojik ajanlar çocuklarda besin alerjisi epidemiyolojisi
287,Prof. Dr. Tolgay Şatana,"Kulak-Burun-Boğaz (KBB), Baş-Boyun Cerrahisi","Baş-Boyun Tümörlerinde Robotik Cerrahi, İşitme Kaybında Kök Hücre Tedavisi",kulak burun boğaz kbb baş boyun cerrahisi,baş boyun tümörlerinde robotik cerrahi i şitme kaybında kök hücre tedavisi,kulak burun boğaz kbb baş boyun cerrahisi baş boyun tümörlerinde robotik cerrahi i şitme kaybında kök hücre tedavisi
288,Doç. Dr. Elif Nur Yıldırım,"Nükleer Tıp, PET-MR","Onkolojide PET-MR Füzyon Görüntüleme, Nörodejeneratif Hastalıklarda Amiloid Görüntüleme",nükleer tıp pet mr,onkolojide pet mr füzyon görüntüleme nörodejeneratif hastalıklarda amiloid görüntüleme,nükleer tıp pet mr onkolojide pet mr füzyon görüntüleme nörodejeneratif hastalıklarda amiloid görüntüleme
289,Prof. Dr. Rüya Kılıç,"Gastroenteroloji, İnflamatuar Bağırsak Hastalıkları (İBH)","Crohn Hastalığında Mikrobiyota Analizi, Ülseratif Kolit Tedavisinde Yeni Biyolojikler",gastroenteroloji i nflamatuar bağırsak hastalıkları i bh,crohn hastalığında mikrobiyota analizi ülseratif kolit tedavisinde yeni biyolojikler,gastroenteroloji i nflamatuar bağırsak hastalıkları i bh crohn hastalığında mikrobiyota analizi ülseratif kolit tedavisinde yeni biyolojikler
290,Doç. Dr. Ozan Karaca,"Adli Tıp, Toksikoloji","Yasadışı Madde Kullanımının Adli Analizi, Zehirlenme Olgularında Hızlı Tanı Yöntemleri",adli tıp toksikoloji,yasadışı madde kullanımının adli analizi zehirlenme olgularında hızlı tanı yöntemleri,adli tıp toksikoloji yasadışı madde kullanımının adli analizi zehirlenme olgularında hızlı tanı yöntemleri
291,Prof. Dr. Sevgi Aras,"Pediatrik Hematoloji, Lösemi, Kemik İliği Nakli","Pediatrik Lösemide İmmünoterapi, Kemik İliği Donör Uyumu",pediatrik hematoloji lösemi kemik i liği nakli,pediatrik lösemide i mmünoterapi kemik i liği donör uyumu,pediatrik hematoloji lösemi kemik i liği nakli pediatrik lösemide i mmünoterapi kemik i liği donör uyumu
292,Doç. Dr. Barış Can,"Fizik Tedavi, Osteoporoz, Kas İskelet Sistemi","Osteoporozda Egzersiz Protokolleri, Kas Atrofisinde Elektrostimülasyon",fizik tedavi osteoporoz kas i skelet sistemi,osteoporozda egzersiz protokolleri kas atrofisinde elektrostimülasyon,fizik tedavi osteoporoz kas i skelet sistemi osteoporozda egzersiz protokolleri kas atrofisinde elektrostimülasyon
293,Prof. Dr. Derya Kocakaya,"Medikal Onkoloji, Akciğer Kanseri, Hedefe Yönelik Tedaviler","Akciğer Kanserinde EGFR İnhibitörleri, İmmün Checkpoint İnhibitörleri",medikal onkoloji akciğer kanseri hedefe yönelik tedaviler,akciğer kanserinde egfr i nhibitörleri i mmün checkpoint i nhibitörleri,medikal onkoloji akciğer kanseri hedefe yönelik tedaviler akciğer kanserinde egfr i nhibitörleri i mmün checkpoint i nhibitörleri
294,Doç. Dr. İpek Yönder,"Dermatopatoloji, Deri Lenfomaları","Deri Lenfomalarında Moleküler Tanı, Melanomda Dijital Patoloji",dermatopatoloji deri lenfomaları,deri lenfomalarında moleküler tanı melanomda dijital patoloji,dermatopatoloji deri lenfomaları deri lenfomalarında moleküler tanı melanomda dijital patoloji
295,Prof. Dr. Altan Yıldırım,"Nöroşirurji, Spinal Cerrahi","Spinal Travmalarda Minimal İnvaziv Cerrahi, Omurga Tümörlerinde Radyocerrahi",nöroşirurji spinal cerrahi,spinal travmalarda minimal i nvaziv cerrahi omurga tümörlerinde radyocerrahi,nöroşirurji spinal cerrahi spinal travmalarda minimal i nvaziv cerrahi omurga tümörlerinde radyocerrahi
296,Doç. Dr. Cihan Taştan,"Endokrin Cerrahisi, Tiroid Nodülleri","Tiroid Kanserinde Intraoperatif Sinir Monitörizasyonu, Hiperparatiroidi Cerrahisi",endokrin cerrahisi tiroid nodülleri,tiroid kanserinde intraoperatif sinir monitörizasyonu hiperparatiroidi cerrahisi,endokrin cerrahisi tiroid nodülleri tiroid kanserinde intraoperatif sinir monitörizasyonu hiperparatiroidi cerrahisi
297,Prof. Dr. Zeynep Aktaş,"Göğüs Hastalıkları, Pulmoner Hipertansiyon","Pulmoner Hipertansiyonda Yeni İlaçlar, KOAH ve Solunum Rehabilitasyonu",göğüs hastalıkları pulmoner hipertansiyon,pulmoner hipertansiyonda yeni i laçlar koah solunum rehabilitasyonu,göğüs hastalıkları pulmoner hipertansiyon pulmoner hipertansiyonda yeni i laçlar koah solunum rehabilitasyonu
298,Doç. Dr. Murat Aydın,"Çocuk Enfeksiyon Hastalıkları, Aşı Çalışmaları","Pediatrik Aşı Adjuvanları Geliştirme, Rotavirüs Epidemiyolojisi",çocuk enfeksiyon hastalıkları aşı çalışmaları,pediatrik aşı adjuvanları geliştirme rotavirüs epidemiyolojisi,çocuk enfeksiyon hastalıkları aşı çalışmaları pediatrik aşı adjuvanları geliştirme rotavirüs epidemiyolojisi
299,Prof. Dr. Levent Özdemir,"Tıbbi Biyoloji, Kök Hücre, Rejeneratif Tıp","Kök Hücre ile Miyokardiyal Rejenerasyon, Organoid Modelleri",tıbbi biyoloji kök hücre rejeneratif tıp,kök hücre miyokardiyal rejenerasyon organoid modelleri,tıbbi biyoloji kök hücre rejeneratif tıp kök hücre miyokardiyal rejenerasyon organoid modelleri
300,Doç. Dr. Serra Özbal,"Radyoterapi, Stereotaktik Radyocerrahi","Beyin Metastazlarında Stereotaktik Radyocerrahi, Radyoterapi Planlamasında Yapay Zeka",radyoterapi stereotaktik radyocerrahi,beyin metastazlarında stereotaktik radyocerrahi radyoterapi planlamasında yapay zeka,radyoterapi stereotaktik radyocerrahi beyin metastazlarında stereotaktik radyocerrahi radyoterapi planlamasında yapay zeka
301,Prof. Dr. Aylin Demirci,"Nörolojik Rehabilitasyon, İnme Sonrası İyileşme",İnme Sonrası Motor Fonksiyonların Geri Kazanımı İçin Robot Destekli Rehabilitasyon Protokollerinin Geliştirilmesi ve Klinik Etkinliklerinin Karşılaştırılması: Randomize Kontrollü Çok Merkezli Çalışma,nörolojik rehabilitasyon i nme sonrası i yileşme,i nme sonrası motor fonksiyonların geri kazanımı i çin robot destekli rehabilitasyon protokollerinin geliştirilmesi klinik etkinliklerinin karşılaştırılması randomize kontrollü merkezli çalışma,nörolojik rehabilitasyon i nme sonrası i yileşme i nme sonrası motor fonksiyonların geri kazanımı i çin robot destekli rehabilitasyon protokollerinin geliştirilmesi klinik etkinliklerinin karşılaştırılması randomize kontrollü merkezli çalışma
302,Doç. Dr. Emre Kaya,"Kardiyak Elektrofizyoloji, Aritmi",Atriyal Fibrilasyon Ablasyonunda Yüksek Çözünürlüklü Haritalama Sistemlerinin Kısa ve Uzun Dönem Başarı Oranlarına Etkisi: 5 Yıllık Prospektif Kohort Çalışması,kardiyak elektrofizyoloji aritmi,atriyal fibrilasyon ablasyonunda yüksek çözünürlüklü haritalama sistemlerinin kısa uzun dönem başarı oranlarına etkisi yıllık prospektif kohort çalışması,kardiyak elektrofizyoloji aritmi atriyal fibrilasyon ablasyonunda yüksek çözünürlüklü haritalama sistemlerinin kısa uzun dönem başarı oranlarına etkisi yıllık prospektif kohort çalışması
303,Prof. Dr. Sibel Yıldız,"Meme Kanseri, Moleküler Alt Tipler",Triple Negatif Meme Kanserinde PD-L1 Ekspresyon Paternleri ve İmmünoterapi Yanıtını Öngörmede Yeni Biyobelirteçlerin Validasyonu: Uluslararası Multi-omik Analiz Projesi,meme kanseri moleküler alt tipler,triple negatif meme kanserinde pd l ekspresyon paternleri i mmünoterapi yanıtını öngörmede yeni biyobelirteçlerin validasyonu uluslararası multi omik analiz projesi,meme kanseri moleküler alt tipler triple negatif meme kanserinde pd l ekspresyon paternleri i mmünoterapi yanıtını öngörmede yeni biyobelirteçlerin validasyonu uluslararası multi omik analiz projesi
304,Doç. Dr. Caner Arslan,"Pediatrik Nöroşirurji, Konjenital Malformasyonlar",Pediatrik Spina Bifida Olgularında Fetal Cerrahi Sonuçlarının 10 Yıllık Takibi: Merkezimizin Teknik Deneyimi ve Nörogelişimsel Sonuçların Değerlendirilmesi,pediatrik nöroşirurji konjenital malformasyonlar,pediatrik spina bifida olgularında fetal cerrahi sonuçlarının yıllık takibi merkezimizin teknik deneyimi nörogelişimsel sonuçların değerlendirilmesi,pediatrik nöroşirurji konjenital malformasyonlar pediatrik spina bifida olgularında fetal cerrahi sonuçlarının yıllık takibi merkezimizin teknik deneyimi nörogelişimsel sonuçların değerlendirilmesi
305,Prof. Dr. Deniz Öztürk,"Klinik Mikrobiyoloji, Antibiyotik Direnci",Yoğun Bakım Ünitelerinde Karbapenem Dirençli Klebsiella pneumoniae Suşlarının Moleküler Epidemiyolojisi ve Yeni Kombinasyon Tedavilerinin In Vitro Etkinlik Profilleri,klinik mikrobiyoloji antibiyotik direnci,yoğun bakım ünitelerinde karbapenem dirençli klebsiella pneumoniae suşlarının moleküler epidemiyolojisi yeni kombinasyon tedavilerinin in vitro etkinlik profilleri,klinik mikrobiyoloji antibiyotik direnci yoğun bakım ünitelerinde karbapenem dirençli klebsiella pneumoniae suşlarının moleküler epidemiyolojisi yeni kombinasyon tedavilerinin in vitro etkinlik profilleri
306,Doç. Dr. Aslıhan Korkmaz,"Jinekolojik Onkoloji, Over Kanseri",Over Kanserinde Homolog Rekombinasyon Yetmezliği (HRD) Skorlama Sisteminin Türk Popülasyonunda Validasyonu ve PARP İnhibitörü Yanıtıyla Korelasyonu,jinekolojik onkoloji over kanseri,over kanserinde homolog rekombinasyon yetmezliği hrd skorlama sisteminin türk popülasyonunda validasyonu parp i nhibitörü yanıtıyla korelasyonu,jinekolojik onkoloji over kanseri over kanserinde homolog rekombinasyon yetmezliği hrd skorlama sisteminin türk popülasyonunda validasyonu parp i nhibitörü yanıtıyla korelasyonu
307,Prof. Dr. Volkan Ülker,"Üroonkoloji, Prostat Kanseri",MRI-TRUS Füzyon Kılavuzluğunda Prostat Biyopsisinde Yapay Zeka Destekli Hedefleme Sisteminin Kanser Tespit Oranlarına Etkisi: Çift-Kör Randomize Kontrollü Çalışma,üroonkoloji prostat kanseri,mri trus füzyon kılavuzluğunda prostat biyopsisinde yapay zeka destekli hedefleme sisteminin kanser tespit oranlarına etkisi çift kör randomize kontrollü çalışma,üroonkoloji prostat kanseri mri trus füzyon kılavuzluğunda prostat biyopsisinde yapay zeka destekli hedefleme sisteminin kanser tespit oranlarına etkisi çift kör randomize kontrollü çalışma
308,Doç. Dr. Ece Akın,"Neonatoloji, Prematüre Bakımı",Çok Düşük Doğum Ağırlıklı Bebeklerde Geç Başlangıçlı Sepsisin Önlenmesi İçin Probiyotik Kombinasyonlarının Etkinliği: Multicenter Placebo-Kontrollü Faz 3 Çalışma,neonatoloji prematüre bakımı,düşük doğum ağırlıklı bebeklerde geç başlangıçlı sepsisin önlenmesi i çin probiyotik kombinasyonlarının etkinliği multicenter placebo kontrollü faz çalışma,neonatoloji prematüre bakımı düşük doğum ağırlıklı bebeklerde geç başlangıçlı sepsisin önlenmesi i çin probiyotik kombinasyonlarının etkinliği multicenter placebo kontrollü faz çalışma
309,Prof. Dr. Korhan Taviloğlu,"Travma Cerrahisi, Karaciğer Yaralanmaları",Karaciğer Travmalarında Anjiyoembolizasyon ile Konservatif Tedavinin Karşılaştırılması: 15 Yıllık Tek Merkez Deneyimi ve Komplikasyon Analizi,travma cerrahisi karaciğer yaralanmaları,karaciğer travmalarında anjiyoembolizasyon konservatif tedavinin karşılaştırılması yıllık tek merkez deneyimi komplikasyon analizi,travma cerrahisi karaciğer yaralanmaları karaciğer travmalarında anjiyoembolizasyon konservatif tedavinin karşılaştırılması yıllık tek merkez deneyimi komplikasyon analizi
310,Doç. Dr. Pınar Kaya,"Psikiyatrik Genetik, Şizofreni",Şizofreni Poligenik Risk Skorlarının Klinik Alt Tipler ve Tedavi Yanıtıyla İlişkisi: Genom Çapında İlişkilendirme Çalışması (GWAS) ve Fonksiyonel Manyetik Rezonans Görüntüleme (fMRI) Bulguları,psikiyatrik genetik şizofreni,şizofreni poligenik risk skorlarının klinik alt tipler tedavi yanıtıyla i lişkisi genom çapında i lişkilendirme çalışması gwas fonksiyonel manyetik rezonans görüntüleme fmri bulguları,psikiyatrik genetik şizofreni şizofreni poligenik risk skorlarının klinik alt tipler tedavi yanıtıyla i lişkisi genom çapında i lişkilendirme çalışması gwas fonksiyonel manyetik rezonans görüntüleme fmri bulguları
311,Prof. Dr. Murat Yıldırım,"Göz İçi Enflamasyon, Üveit",Non-enfeksiyöz Üveitte Biyolojik Ajanların Korneal Endotel Hücre Yoğunluğu Üzerine Uzun Dönem Etkileri: 7 Yıllık Retrospektif Kohort Analizi,göz i çi enflamasyon üveit,non enfeksiyöz üveitte biyolojik ajanların korneal endotel hücre yoğunluğu üzerine uzun dönem etkileri yıllık retrospektif kohort analizi,göz i çi enflamasyon üveit non enfeksiyöz üveitte biyolojik ajanların korneal endotel hücre yoğunluğu üzerine uzun dönem etkileri yıllık retrospektif kohort analizi
312,Doç. Dr. Selin Demiröz,"Tıbbi Onkoloji, Kolorektal Kanser",Metastatik Kolorektal Kanserde Sıvı Biyopsi (ctDNA) ile Mikrosatelit İnstabilite (MSI) Durumunun Gerçek Zamanlı Takibi ve İmmünoterapi Yanıtındaki Rolü,tıbbi onkoloji kolorektal kanser,metastatik kolorektal kanserde sıvı biyopsi ctdna mikrosatelit i nstabilite msi durumunun gerçek zamanlı takibi i mmünoterapi yanıtındaki rolü,tıbbi onkoloji kolorektal kanser metastatik kolorektal kanserde sıvı biyopsi ctdna mikrosatelit i nstabilite msi durumunun gerçek zamanlı takibi i mmünoterapi yanıtındaki rolü
313,Prof. Dr. Alper Kaya,"Plastik Cerrahi, Mikrocerrahi",Meme Rekonstrüksiyonunda Derin İnferior Epigastrik Perforator (DIEP) Flep Komplikasyonlarının İndirgenmesi İçin İntraoperatif İndosiyanin Yeşili Anjiyografinin Etkinliği,plastik cerrahi mikrocerrahi,meme rekonstrüksiyonunda derin i nferior epigastrik perforator diep flep komplikasyonlarının i ndirgenmesi i çin i ntraoperatif i ndosiyanin yeşili anjiyografinin etkinliği,plastik cerrahi mikrocerrahi meme rekonstrüksiyonunda derin i nferior epigastrik perforator diep flep komplikasyonlarının i ndirgenmesi i çin i ntraoperatif i ndosiyanin yeşili anjiyografinin etkinliği
314,Doç. Dr. Cemile Öztürk,"Endokrinoloji, Tiroid Nodülleri",Tiroid Nodüllerinde Yapay Zeka Destekli Ultrasonografik Patern Tanıma Sisteminin Malignite Tahmin Performansı: 2000 Vaka Üzerinde Derin Öğrenme Algoritması Geliştirilmesi,endokrinoloji tiroid nodülleri,tiroid nodüllerinde yapay zeka destekli ultrasonografik patern tanıma sisteminin malignite tahmin performansı vaka üzerinde derin öğrenme algoritması geliştirilmesi,endokrinoloji tiroid nodülleri tiroid nodüllerinde yapay zeka destekli ultrasonografik patern tanıma sisteminin malignite tahmin performansı vaka üzerinde derin öğrenme algoritması geliştirilmesi
315,Prof. Dr. Leyla Kara,"Gastroenteroloji, Karaciğer Fibrozu",Non-alkolik Yağlı Karaciğer Hastalığında (NAFLD) Elastografi ile Fibrozis Evrelemesinin Histopatolojik Korelasyonu ve Klinik Sonuçlara Etkisi: 8 Yıllık Longitudinal Çalışma,gastroenteroloji karaciğer fibrozu,non alkolik yağlı karaciğer hastalığında nafld elastografi fibrozis evrelemesinin histopatolojik korelasyonu klinik sonuçlara etkisi yıllık longitudinal çalışma,gastroenteroloji karaciğer fibrozu non alkolik yağlı karaciğer hastalığında nafld elastografi fibrozis evrelemesinin histopatolojik korelasyonu klinik sonuçlara etkisi yıllık longitudinal çalışma
316,Doç. Dr. Onur Erdem,"Kulak Burun Boğaz, Baş-Boyun Cerrahisi",HPV Pozitif Orofaringeal Kanserlerde De-eskalasyon Tedavi Stratejilerinin Onkolojik Sonuçları ve Yaşam Kalitesi Üzerine Etkileri: Faz 2 Randomize Klinik Çalışma,kulak burun boğaz baş boyun cerrahisi,hpv pozitif orofaringeal kanserlerde eskalasyon tedavi stratejilerinin onkolojik sonuçları yaşam kalitesi üzerine etkileri faz randomize klinik çalışma,kulak burun boğaz baş boyun cerrahisi hpv pozitif orofaringeal kanserlerde eskalasyon tedavi stratejilerinin onkolojik sonuçları yaşam kalitesi üzerine etkileri faz randomize klinik çalışma
317,Prof. Dr. Seda Banu Akıncı,"Pediatrik Romatoloji, Juvenil İdiyopatik Artrit",JIA'da Anti-TNF Tedavi Yanıtını Öngörmede Serum Sitokin Profillerinin ve Farmakogenetik Faktörlerin Rolü: Multicenter Longitudinal Kohort Çalışması,pediatrik romatoloji juvenil i diyopatik artrit,jia anti tnf tedavi yanıtını öngörmede serum sitokin profillerinin farmakogenetik faktörlerin rolü multicenter longitudinal kohort çalışması,pediatrik romatoloji juvenil i diyopatik artrit jia anti tnf tedavi yanıtını öngörmede serum sitokin profillerinin farmakogenetik faktörlerin rolü multicenter longitudinal kohort çalışması
318,"Doç. Dr. Tolga Özyiğit""","Radyasyon Onkolojisi, Stereotaktik Radyoterapi",Akciğer Oligometastazlarında SBRT Sonrası Sistemik İmmün Yanıtın Dinamiği ve PD-1 Ekspresyonundaki Değişimler: İmmünomonitoring Çalışması,radyasyon onkolojisi stereotaktik radyoterapi,akciğer oligometastazlarında sbrt sonrası sistemik i mmün yanıtın dinamiği pd ekspresyonundaki değişimler i mmünomonitoring çalışması,radyasyon onkolojisi stereotaktik radyoterapi akciğer oligometastazlarında sbrt sonrası sistemik i mmün yanıtın dinamiği pd ekspresyonundaki değişimler i mmünomonitoring çalışması
